CPU Name,CPU Amount,CPU Warranty,RAM Name,RAM Amount,RAM Warranty,Main Name,Main Amount,Main Warranty,Storage Name,Storage Amount,Storage Warranty,GPU Name,GPU Amount,GPU Warranty,Case Name,Case Amount,Case Warranty,Cooler Name,Cooler Amount,Cooler Warranty,Price,Link,CPU Spec
"Bộ vi xử lý
 
Intel® Core™ i7-1355U (10 cores) - Max Turbo Frequency : 5.00 GHz",1.0,12.0,"Bộ nhớ trong
 
2 x 8GB DDR4/ 3200MHz (RAM Laptop)",1,12.0,,0,0.0,"Ổ cứng
 
512GB SSD PCIe (M.2 2230) - combo M.2 2230/2280",1,12.0,,0,0.0,,0,0.0,,0,0.0,27899000,https://hacom.vn/pc-dell-inspiron-all-in-one-5420-i7-1355u-16gb-ram-512gb-ssd-23.8-inch-fhd-touch-camera-bt-kb-m-win11-office-den-fnrj17,™ i7-1355U (10 cores) - Max Turbo Frequency : 5.00 GHz
CPU: Intel Core i3-10100,1.0,12.0,RAM: 4GB (1X4GB) DDR4 (x2 slot),1,12.0,,0,0.0,Ổ cứng: 1TB HDD 5400rpm (x1 slot SSD M2 PCIE NVME),1,12.0,,0,0.0,,0,0.0,,0,0.0,7999000,https://hacom.vn/pc-dell-optiplex-3080-sff-i3-10100-4gb-ram-1tb-hdd-dvdrw-k-m-fedora-70233228, i3-10100
"Bộ vi xử lý
 
Intel Core i7 13700 – thế hệ 13 mới nhất",1.0,12.0,"Bộ nhớ trong
 
2 x 8GB DDR4 3200Mhz",1,12.0,,0,0.0,"Ổ cứng
 
512GB PCIe NVMe SSD",1,12.0,,0,0.0,,0,0.0,,0,0.0,20999000,https://hacom.vn/pc-dell-vostro-3020sff-i7-13700-16gb-ram-512gb-ssd-wl-bt-k-m-win11-i72028w1-16g-512g, i7 13700 – thế hệ 13 mới nhất
"Bộ vi xử lý Intel® Core™ i5-13500 Processor (2.5 GHz, up to 4.8 GHz w/Boost, 24 MB cache, 14 core, 65W).",1.0,36.0,Bộ nhớ trong 8GB DDR5 4800MHz,1,36.0,,0,0.0,Ổ cứng 256 GB PCIe® NVMe™ M.2 SSD,1,36.0,Giao tiếp mạng Intel® Wi-Fi 6E AX211 (2x2) and Bluetooth® 5.3 wireless card (supporting gigabit data rate),1,36.0,,0,0.0,,0,0.0,14999000,https://hacom.vn/pc-hp-elite-tower-600-g9-9h097pt-i5-13500-8gb-ram-256gb-ssd-wl-bt-k-m-win11,"™ i5-13500 Processor (2.5 GHz, up to 4.8 GHz w/Boost, 24 MB cache, 14 core, 65W)."
Dòng CPU Core i5,1.0,12.0,Chipset Intel Q670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng nhỏ,1,12.0,,0,0.0,12899000,https://hacom.vn/pc-hp-pro-400-g9-sff-i5-12500-8gb-ram-256gb-ssd-wl-bt-k-m-win11-72l09pa, i5
CPU Intel Core i5-14400F,1.0,36.0,Mainboard MSI MAG B760M MORTAR WIFI DDR4,1,36.0,Mainboard MSI MAG B760M MORTAR WIFI DDR4,1,36.0,"Ổ cứng SSD MSI SPATIUM M450 500GB NVMe M.2 2280 PCIe Gen 4 x 4 (Đọc 3600MB/s, Ghi 2300MB/s)",1,60.0,Card màn hình MSI RTX 4060 VENTUS 2X BLACK 8G OC,1,36.0,Vỏ case MSI MAG FORGE 120A AIRFLOW (Mid Tower/Màu Đen/Kèm 6 fan ARGB),1,12.0,Vỏ case MSI MAG FORGE 120A AIRFLOW (Mid Tower/Màu Đen/Kèm 6 fan ARGB),1,12.0,24999000,https://hacom.vn/pc-hacom-x-msi-i5-14400f-rtx-4060-power-by-msi, i5-14400F
,0.0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,43299000,https://hacom.vn/workstation-dell-precision-3660-tower-i9-12900-16gb-2x8gb-ram-256-ssd-nvme-1tb-hdd-dvdrw-nvidia-t400-4gb-k-m-42pt3660d18,
CPU Total Cores 24 Mode pre-installed.,1.0,36.0,Discrete Graphics Supports PCIe x16 Gen5 3-slot wide GPU,1,36.0,,0,0.0,,0,0.0,Discrete Graphics Supports PCIe x16 Gen5 3-slot wide GPU,1,36.0,,0,0.0,,0,0.0,49499000,https://hacom.vn/bo-mini-pc-asus-intel-nuc13-extreme-nuc13rngi9-i9-13900k-z690-2x-via-pch-1x-via-cpu-nvme-2xddr5-2x-hdmi-2.1-2x-thunderbolt-4-125w-90ab3rng-mrc110,s 24 Mode pre-installed.
CPU Intel Core i5-10400F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB1/16/KF432C16BB/16) 16GB (1x16GB) DDR4 3200Mhz,1,36.0,Mainboard MSI B560M PRO-E,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình Asus TUF GTX 1660 Super O6G Gaming,1,36.0,Vỏ Case VITRA CERES V305-M 3FRGB BLACK   (Mid Tower/Màu Đen/ Kèm sẵn 3 Fan RGB),1,12.0,Vỏ Case VITRA CERES V305-M 3FRGB BLACK   (Mid Tower/Màu Đen/ Kèm sẵn 3 Fan RGB),1,12.0,12599000,https://hacom.vn/pc-hacom-designer-d134-i5-10400f-b560-16gb-ram-500gb-ssd-gtx-1660-super-550w, i5-10400F
Dòng CPU Core i3,1.0,12.0,Chipset Intel Q670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,10499000,https://hacom.vn/pc-hp-prodesk-400-g9-mt-i3-12100-8gb-ram-256gssd-wl-bt-k-m-win-11-72k97pa, i3
CPU Intel Core i3-12100F,1.0,36.0,Mainboard MSI PRO H610M-E DDR4,1,36.0,Mainboard MSI PRO H610M-E DDR4,1,36.0,Ổ cứng SSD Kingston SNV2S 250GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3000MB/s - Ghi 1300MB/s) - (SNV2S/250G),1,36.0,Card màn hình Asus TUF GTX 1660 Super O6G Gaming,1,36.0,Vỏ Case VITRA CERES V305-M 3FRGB BLACK   (Mid Tower/Màu Đen/ Kèm sẵn 3 Fan RGB),1,12.0,Vỏ Case VITRA CERES V305-M 3FRGB BLACK   (Mid Tower/Màu Đen/ Kèm sẵn 3 Fan RGB),1,12.0,11699000,https://hacom.vn/pc-hacom-designer-d131-i3-12100f-h610-8gb-ram-250gb-ssd-gtx-1660-super-550w, i3-12100F
CPU: Intel Core i7 13700,1.0,,Ram: 16GB (2 khe ram),1,,,0,0.0,"Ổ cứng: 512GB SSD ( 1x 3.5"" HDD + 1x M.2 SSD)",1,,,0,0.0,,0,0.0,,0,0.0,17999000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50s-gen-4-i7-13700-16gb-ram-512gb-ssd-wl-bt-k-m-no-os-12jh003cva, i7 13700
Dòng CPU Core i5,1.0,12.0,Chipset   ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Tốc độ Bus RAM 2666 MHz ['Ổ CỨNG'],1,12.0,Card tích hợp VGA onboard,1,12.0,,0,0.0,,0,0.0,17999000,https://hacom.vn/pc-hp-all-in-one-22-dd2003d-i5-1235u-8gb-ram-256gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-11-6k7g2pa, i5
Dòng CPU Core i5,1.0,12.0,Chipset Intel Q670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng to,1,12.0,,0,0.0,14769000,https://hacom.vn/pc-hp-prodesk-400-g9-i5-13500-8gb-ram-512g-ssd-wl-bt-k-m-win11-9h1t4pt, i5
CPU: Core i3-1115G4,1.0,36.0,RAM: chưa bao gồm,1,36.0,,0,0.0,Ổ cứng: chưa bao gồm,1,36.0,,0,0.0,,0,0.0,,0,0.0,7799000,https://hacom.vn/may-tinh-intel-nuc-11-rnuc11pahi3-i3-1115g4-rnuc11pahi30000, i3-1115G4
CPU: Intel Pentium G6405,1.0,36.0,Main: H510 2 khe ram,1,36.0,,0,0.0,Ổ cứng: 240GB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,5599000,https://hacom.vn/pc-hacom-business-mini-h21-g6405-h510-8gb-ram-240gb-ssd,CPU: Intel Pentium G6405
CPU: Intel Xeon Silver 4120,1.0,36.0,RAM: 16GB,1,36.0,,0,0.0,HDD: 2TB,1,36.0,,0,0.0,,0,0.0,,0,0.0,65549000,https://hacom.vn/server-dell-poweredge-t440-xeon-silver-4210-16gb-ram-2tb-hdd-nlsas-3.5in-dvdrw-perc-h330-idrac9-basic-495w-70205944,CPU: Intel Xeon Silver 4120
Dòng CPU Core i5,1.0,12.0,Chipset Intel H670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 750,1,12.0,Kiểu dáng Case đứng nhỏ,1,12.0,,0,0.0,11999000,https://hacom.vn/pc-hp-280-pro-g9-sff-i5-12500-4gb-ram-256gssd-wl-bt-k-m-win-11-72k91pa, i5
"Bộ vi xử lý
 
Intel Core i3 12100",1.0,12.0,"Bộ nhớ trong
 
8GB DDR4 3200Mhz (1*8GB)",1,12.0,,0,0.0,"Ổ cứng
 
256GB PCIe NVMe SSD (1 x  M.2 2230 slot for WiFi & Bluetooth Card ; 1 x M.2 2230/2280 slot for SSD;2 x  SATA 3.0 slot for 3.5”/2.5”)",1,12.0,"Ổ cứng
 
256GB PCIe NVMe SSD (1 x  M.2 2230 slot for WiFi & Bluetooth Card ; 1 x M.2 2230/2280 slot for SSD;2 x  SATA 3.0 slot for 3.5”/2.5”)",1,12.0,,0,0.0,,0,0.0,10999000,https://hacom.vn/pc-dell-optiplex-3000-sff-i3-12100-8gb-ram-256gb-ssd-dvdrw-k-m-ubuntu-den-71010216, i3 12100
,0.0,0.0,Bộ nhớ GDDR6 48GB với ECC,1,36.0,,0,0.0,,0,0.0,Kiến trúc GPU Ada Lovelace,1,36.0,,0,0.0,,0,0.0,243989000,https://hacom.vn/card-man-hinh-nvidia-rtx-6000-ada-generation-48gb-gddr6-leadtek,
CPU Intel Core i3-12100F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB/8) 8GB (1x8GB) DDR4 3200Mhz,1,36.0,Mainboard Asus PRIME H610M-K D4,1,36.0,Ổ cứng SSD Kingston SNV2S 250GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3000MB/s - Ghi 1300MB/s) - (SNV2S/250G),1,36.0,Card màn hình MSI GTX 1650 D6 VENTUS XS OCV3,1,36.0,Vỏ case KENOO ESPORT G362 - Màu Hồng (Mini Tower/Màu Hồng),1,0.0,Tản nhiệt khí ID-Cooling CPU SE-214-XT,1,24.0,11399000,https://hacom.vn/hacom-ares-a5-pink-i3-1200f-h610-8g-ram-gtx-1650-550w, i3-12100F
"Bộ vi xử lý
 
Intel® Pentium® Gold G7400 (2C / 4T, 3.7GHz, 6MB)",1.0,12.0,"Bộ nhớ trong
 
1x 4GB UDIMM DDR4-3200, Two DDR4 UDIMM slots, dual-channel capable, Up to 64GB DDR4-3200",1,12.0,,0,0.0,"Chuẩn ổ cứng
 
256GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0
Up to two drives, 1x 3.5"" HDD + 1x M.2 SSD • 3.5"" HDD up to 2TB • M.2 SSD up to 1TB",1,12.0,"iGPU
 
Intel® UHD Graphics 710",1,12.0,,0,0.0,,0,0.0,6999000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50s-gen-3-pentium-g7400-4gb-ram-256gb-ssd-wl-bt-k-m-no-os-11t000b6va,"Bộ vi xử lý
 
Intel® Pentium® Gold G7400 (2C / 4T, 3.7GHz, 6MB)"
"Bộ vi xử lý
 
Intel Core i3 13100",1.0,12.0,"Bộ nhớ trong
 
8GB DDR4 3200Mhz (1*8GB)",1,12.0,,0,0.0,"Ổ cứng
 
256GB PCIe NVMe SSD",1,12.0,,0,0.0,,0,0.0,,0,0.0,11099000,https://hacom.vn/pc-dell-inspiron-3020-i3-13100-8gb-ram-256gb-ssd-wl-bt-k-m-win11-4vgwp1, i3 13100
CPU Intel Core i5-12400F,1.0,36.0,Ram Kingston Fury Beast 8GB (1x8GB) DDR4 3200Mhz,1,36.0,Mainboard ASROCK B660M PRO RS,1,36.0,SSD Kingston SNV2S 250GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3000MB/s - Ghi 1300MB/s) - (SNV2S/250G),1,36.0,Card màn hình Gigabyte RTX 3050 EAGLE OC 8G,1,36.0,Case VITRA CERES V305-G 3FRGB BLACK (Kèm sẵn 3 Fan RGB),1,12.0,Case VITRA CERES V305-G 3FRGB BLACK (Kèm sẵn 3 Fan RGB),1,12.0,16999000,https://hacom.vn/hacom-sniper-i5-12400f-rtx-3050, i5-12400F
CPU: Intel Core i9-12900,1.0,36.0,Ram: 2x 8GB,1,36.0,,0,0.0,Ổ cứng: 256GB SSD + 1TB HDD,1,36.0,VGA: Nvidia RTX A2000 12GB,1,36.0,,0,0.0,,0,0.0,56499000,https://hacom.vn/workstation-dell-precision-3660-tower-i9-12900-16gb-2x8gb-ram-256-ssd-nvme-1tb-hdd-dvdrw-nvidia-rtx-a2000-12gb-k-m-42pt3660d17, i9-12900
Bộ VXL : Intel Pentium G7400,1.0,36.0,Bộ nhớ Ram : 8GB DRR4,1,36.0,Bo mạch chủ : H610,1,36.0,Ổ cứng : 250GB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,6299000,https://hacom.vn/pc-hacom-business-g740-8s2-v2-g7400-h610-8gb-ram-250gb,Bộ VXL : Intel Pentium G7400
CPU: Core i3-1005G1,1.0,12.0,RAM: 8GB,1,12.0,,0,0.0,Ổ cứng: 128GB SSD + 1TB HDD,1,12.0,,0,0.0,,0,0.0,,0,0.0,15699000,https://hacom.vn/pc-acer-as-all-in-one-c22-963-i3-1005g1-8gb-ram-1tb-hdd-128gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-10-dq.bensv.001, i3-1005G1
CPU Intel Core i3-12100F,1.0,36.0,Mainboard MSI PRO H610M-E DDR4,1,36.0,Mainboard MSI PRO H610M-E DDR4,1,36.0,Ổ cứng SSD Kingston SNV2S 250GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3000MB/s - Ghi 1300MB/s) - (SNV2S/250G),1,36.0,Card màn hình Nvidia T400 4GB GDDR6 (90SKC000-M6XAN0) (Asus Server Accessory),1,36.0,Vỏ Case VITRA CERES V305-M 3FRGB BLACK   (Mid Tower/Màu Đen/ Kèm sẵn 3 Fan RGB),1,12.0,Vỏ Case VITRA CERES V305-M 3FRGB BLACK   (Mid Tower/Màu Đen/ Kèm sẵn 3 Fan RGB),1,12.0,9699000,https://hacom.vn/pc-hacom-cad-c109-i3-12100f-h610-8gb-ram-250gb-ssd-t400-4gb-450w, i3-12100F
"Bộ vi xử lý
 
Celeron J4025",1.0,36.0,"Bộ nhớ trong
 
(DDR4 2 slots) – Ram Notebook",1,36.0,,0,0.0,"Ổ cứng
 
1 x SATA3 (2.5” HDD)
1 x SSD (M.2 2280)",1,36.0,,0,0.0,,0,0.0,,0,0.0,3099000,https://hacom.vn/pc-asus-pn40-bbc894mv-90ms0186-m08940,"Bộ vi xử lý
 
Celeron J4025"
Bộ vi xử lý Core i5-12400,1.0,12.0,Bộ nhớ trong 8GB DDR4 3200MHz,1,12.0,,0,0.0,Ổ cứng 256 GB PCIe® NVMe™ M.2 SSD,1,12.0,,0,0.0,,0,0.0,,0,0.0,12599000,https://hacom.vn/pc-hp-s01-pf2033d-i5-12400-8gb-ram-256gb-ssd-wl-bt-k-m-win-11-6l604pa, i5-12400
CPU : INTEL i9-14900K,1.0,,RAM : 64GB (2x32GB) DDR5,1,,,0,0.0,SSD : 2TB SSD NVME 4x4,1,,VGA: RTX 4090,1,,,0,0.0,,0,0.0,148099000,https://hacom.vn/pc-hacom-x-asus-i9-14900k-rtx-4090-powered-by-asus,CPU : INTEL i9-14900K
CPU Intel Core i7-14700K,1.0,36.0,Ram Desktop Kingston Fury Beast RGB (KF556C40BBAK2-32) 32GB (2x16GB) - DDR5 5600MHz,1,36.0,Mainboard ASUS TUF GAMING Z790 PLUS WIFI,1,36.0,"Ổ cứng SSD Kingston KC3000 512GB NVMe M.2 2280 PCIe Gen 4 x 4 (Đọc 7000MB/s, Ghi 3900MB/s)-(SKC3000S/512G)",1,60.0,Card màn hình Asus ROG-STRIX-RTX 4070 Ti-O12G-GAMING,1,36.0,Vỏ Case Asus TUF Gaming GT502 ( Mid Tower / Màu Đen),1,12.0,TẢN NHIỆT NƯỚC ASUS TUF LC 360 ARGB,1,60.0,62999000,https://hacom.vn/hacom-apollo-i01-i7-14700k-rtx-4070-ti, i7-14700K
,0.0,0.0,"Loại Ram
 
Ecc Unnbuffered",1,36.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1079000,https://hacom.vn/ram-server-workstation-kingston-ksm26es8-8hd-8gb-ddr4-2666mhz-ecc,
"Bộ vi xử lý
 
Intel Core i5 12400 2.50GHz",1.0,12.0,"Bộ nhớ RAM
 
8GB DDR4 3200 ( Max 128GB)",1,12.0,,0,0.0,"Chuẩn ổ cứng
 
StorageM.2 2280 PCIe 4.0x4 Value NVMe OpalStorage SupportUp to three drives, 1x 2.5 inch /3.5 inch HDD + 1x 2.5 inch HDD + 1x M.2 SSD• 2.5 inch HDD up to 1TB each• 3.5 inch HDD up to 2TB• M.2 SSD up to 2TB",1,12.0,"iGPU
 
 Intel UHD Graphics 730",1,12.0,"Kiểu dáng
 
Case đứng Tower (13.6L)",1,12.0,,0,0.0,12799000,https://hacom.vn/pc-lenovo-thinkcentre-m70t-gen-3-i5-12400-8gb-ram-512gb-ssd-wl-bt-k-m-no-os-11ta0013va, i5 12400 2.50GHz
CPU Intel Core i5-10400F,1.0,36.0,Ram Desktop Kingston Fury Beast (KF432C16BB1/16/KF432C16BB/16) 16GB (1x16GB) DDR4 3200Mhz,1,36.0,Mainboard Gigabyte B560M DS3H V3,1,36.0,Ổ cứng SSD Kingston SNV2S 500GB NVMe M.2 2280 PCIe Gen 4x4 (Đọc 3500MB/s - Ghi 2100MB/s) - (SNV2S/500G),1,36.0,Card màn hình Asus DUAL RTX 3050-O8G-V2,1,36.0,Vỏ case máy tính DarkFlash A290 (Mid Tower/ Màu Đen),1,,,0,0.0,13299000,https://hacom.vn/pc-hacom-designer-d141-i5-10400f-b560-16gb-ram-500gb-ssd-rtx-3050-550w, i5-10400F
CPU Intel Core i3-10105F,1.0,36.0,Ram Kingston Fury Beast 8GB (1x8GB) DDR4 2666Mhz,1,36.0,Mainboard ASUS PRIME H510M-K,1,36.0,"SSD Kingston A400 240GB SATA3 2.5 inch (Đọc 500MB/s, Ghi 450MB/s)",1,36.0,Card Gigabyte GT1030 OC-2GI,1,36.0,Case máy tính HACOM BUSINESS (Mini Tower),1,0.0,,0,0.0,7899000,https://hacom.vn/pc-gaming-hacom-tiger-t18-i3-10105f-h510-8gb-ram-240gb-ssd-gt-1030-450w, i3-10105F
"Bộ vi xử lý
 
i5-1235U",1.0,12.0,"Bộ nhớ trong
 
1 x 8GB DDR4/ 3200MHz (2 slots) - RAM NoteBook",1,12.0,,0,0.0,"Ổ cứng
 
512GB SSD1 PCIe (M.2 2280)",1,12.0,"Giao tiếp không dây
 
Realtek RTL8852BE Wi-Fi 6 (2x2) and Bluetooth® 5.3 wireless card (supporting gigabit data rate",1,12.0,,0,0.0,,0,0.0,18299000,https://hacom.vn/pc-hp-all-in-one-22-dd2043d-9a8j8pa-i5-1235u-8gb-ram-512gb-ssd-21.5-fhd-wl-bt-k-m-win-11-trang,"Bộ vi xử lý
 
i5-1235U"
"Tản Nhiệt
 
Tản nhiệt CPU Thermalright True Spirit 120i",1.0,,"Bộ Nhớ Trong
 
RAM Kingston HyperX Fury Black 16G (2*8GB) DDR4 Bus 2133Mhz - HX421C14FBK2/16",1,,"Mainboard
 
Mainboard MSI Z170A KRAIT GAMING",1,,"SSD
 
SSD Kingston Hyper Fury 120GB SATA3 6Gb/s 2.5"" (Doc 500MB/s, Ghi 500MB/s) - SHFS37A/120G",1,,"Card Màn Hình
 
VGA MSI GTX 960 2GD5T OC",1,,,0,0.0,"Tản Nhiệt
 
Tản nhiệt CPU Thermalright True Spirit 120i",1,,15219000,https://hacom.vn/combo-set-gaming-color-black-and-white-pro,"Tản Nhiệt
 
Tản nhiệt CPU Thermalright True Spirit 120i"
,0.0,0.0,16GB GDDR6 Memory with ECC,1,36.0,,0,0.0,,0,0.0,NVIDIA RTX A4000,1,36.0,,0,0.0,,0,0.0,30149000,https://hacom.vn/card-man-hinh-nvidia-rtx-a4000-16gb-gddr6,
Dòng CPU Core i5,1.0,36.0,Chipset Intel B760 ['BỘ NHỚ RAM'],1,36.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,36.0,Card đồ họa Intel Graphics,1,36.0,,0,0.0,,0,0.0,12799000,https://hacom.vn/pc-asus-s500se-513400035w-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-win-11, i5
CPU: Intel Core i3-12100,1.0,24.0,RAM: 4GB,1,24.0,,0,0.0,Ổ Cứng: 256GB SSD,1,24.0,,0,0.0,,0,0.0,,0,0.0,10499000,https://hacom.vn/pc-asus-s501md-312100044w-i3-12100-4gb-ram-256gb-ssd-wl-bt-k-m-win-11-90pf0381-m00cx0, i3-12100
"CPU Intel Xeon E5-2686 v4 (Tray, cũ đẹp)",2.0,12.0,Ram Samsung 16GB DDR4-2400 ECC Registered (Cũ đẹp),2,12.0,Mainboard Huananzhi X99-F8D,1,6.0,Ổ cứng SSD Kingston A400 480GB 2.5 inch SATA3 (Đọc 500MB/s - Ghi 450MB/s) - (SA400S37/480G),1,36.0,Card màn hình MSI GTX 1650 D6 VENTUS XS OCV3,1,36.0,Vỏ case KENOO ESPORT EM700- 3F - Đen  (E-ATX/Mid Tower/3 Quạt),1,12.0,Tản nhiệt khí VSP Master  T400i,2,,14599000,https://hacom.vn/pc-hacom-render-r13-36c-32gb-ram-gtx-1650,"CPU Intel Xeon E5-2686 v4 (Tray, cũ đẹp)"
Dòng CPU Core i5,1.0,12.0,Chipset Integrated in the processor ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Khe cắm RAM 2 ['Ổ CỨNG'],1,12.0,Card đồ họa VGA onboard,1,12.0,,0,0.0,,0,0.0,17499000,https://hacom.vn/pc-hp-all-in-one-200-pro-g4-i5-1235u-8gb-ram-512gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-11-74s25pa, i5
Hỗ trợ CPU Bộ xử lý Intel® Xeon® dòng E-2100Bộ vi xử lý Intel® Core™ i3Bộ vi xử lý Intel® Pentium™Bộ vi xử lý Intel® Celeron™,1.0,36.0,Hỗ trợ RAM DDR4 2666/2400 UDIMM không ECC và có ECC,1,36.0,"Trên bo mạch I/O 1 x đầu cắm TPM1 x PSU Kết nối điện , 24-pin ATX két nối điện + 8-pin ATX 12V kết nối điện1 x cổng COM1 x Đầu cắm pin USB 3.0 , lên tới 2 thiết bị1 x Đầu cắm chân USB 2.0 , lên tới 2 thiết bị1 x đầu nối USB*2 5 x Đầu cắm Quạt , 4 chân1 x SMBus1 x Thiết bị chèn khung4 x Đèn LAN phía trước1 x Đầu cổng nối tiếp1 x Đầu cắm VGA2 x Đầu cắm M.21 x Đầu cắm tích hợp trên bo mạch chủ cho card quản lý tùy chọn",1,36.0,,0,0.0,"Trên bo mạch I/O 1 x đầu cắm TPM1 x PSU Kết nối điện , 24-pin ATX két nối điện + 8-pin ATX 12V kết nối điện1 x cổng COM1 x Đầu cắm pin USB 3.0 , lên tới 2 thiết bị1 x Đầu cắm chân USB 2.0 , lên tới 2 thiết bị1 x đầu nối USB*2 5 x Đầu cắm Quạt , 4 chân1 x SMBus1 x Thiết bị chèn khung4 x Đèn LAN phía trước1 x Đầu cổng nối tiếp1 x Đầu cắm VGA2 x Đầu cắm M.21 x Đầu cắm tích hợp trên bo mạch chủ cho card quản lý tùy chọn",1,36.0,,0,0.0,,0,0.0,5799000,https://hacom.vn/mainboard-asus-p11c-m-4l,™ i3Bộ vi xử lý Intel® Pentium™Bộ vi xử lý Intel® Celeron™
Bộ VXL : AMD R3 3200G,1.0,36.0,Bộ nhớ Ram : 8GB DDR4,1,36.0,Bo mạch chủ : A320,1,36.0,Ổ cứng : 240GB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,5699000,https://hacom.vn/pc-hacom-business-mini-p22-r3-3200g-a320-8gb-ram-240gb-ssd,Bộ VXL : AMD R3 3200G
Dòng CPU Core i7,1.0,12.0,Chipset Intel H470 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Card tích hợp VGA onboard ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,Kiểu dáng Case đứng nhỏ,1,12.0,,0,0.0,17299000,https://hacom.vn/pc-hp-280-pro-g9-sff-i7-12700-8gb-ram-512gssd-wl-bt-k-m-win-11-72k95pa, i7
Dòng CPU Core i5,1.0,12.0,Chipset Intel Q670 ['BỘ NHỚ RAM'],1,12.0,,0,0.0,Khe cắm RAM 2 ['Ổ CỨNG'],1,12.0,Card đồ họa Intel UHD Graphics 770,1,12.0,,0,0.0,,0,0.0,17899000,https://hacom.vn/pc-hp-proone-440-g9-aio-8w8l0pa-i5-13500t-8gb-ram-512gb-ssd-23.8-fhd-k-m-win11-den, i5
Bộ vi xử lý Apple M1 8-core CPU with 4 performance cores and 4 efficiency cores; 8-core GPU,1.0,12.0,,0,0.0,,0,0.0,Ổ cứng 512GB SSD,1,12.0,Bộ vi xử lý Apple M1 8-core CPU with 4 performance cores and 4 efficiency cores; 8-core GPU,1,12.0,,0,0.0,,0,0.0,26799000,https://hacom.vn/apple-mac-mini-z12p000hk-bac,Bộ vi xử lý Apple M1 8-core CPU with 4 performance cores and 4 efficiency cores; 8-core GPU
"Bộ vi xử lý
 
Intel® Pentium J5040 (4MB, up to 3.20GHz)",1.0,36.0,"RAM
 
Hỗ trợ 2 x DDR4 SO-DIMM slots",1,36.0,,0,0.0,"Ổ cứng
 
1 x 2.5inch bays
HDD 1 x slot HDD PACKING",1,36.0,"Card đồ họa
 
Intel UHD Graphics 605",1,36.0,,0,0.0,,0,0.0,4099000,https://hacom.vn/pc-asus-pn40-bbp908mv-intel-pentium-j5040-wi-fi-5-bt5.0-lan-65w-hdmi-minidp-vesa-mount-nos-den,"Bộ vi xử lý
 
Intel® Pentium J5040 (4MB, up to 3.20GHz)"
Dòng CPU,1.0,36.0,Chipset Intel Q670 ['BỘ NHỚ RAM'],1,36.0,,0,0.0,Khe cắm RAM 2 ['Ổ CỨNG'],1,36.0,Card đồ họa Intel UHD Graphics 770,1,36.0,,0,0.0,,0,0.0,29999000,https://hacom.vn/pc-hp-eliteone-840-g9-aio-i7-12700-8gb-ram-512gb-ssd-23.8-fhd-touch-wl-bt-k-m-win-11-76n54pa,Dòng CPU
Bộ VXL : Intel Core i3 12100,1.0,36.0,Bộ nhớ Ram : 16GB DRR4,1,36.0,Bo mạch chủ : H610,1,36.0,Ổ cứng : 500GB SSD,1,36.0,,0,0.0,,0,0.0,,0,0.0,7999000,https://hacom.vn/pc-hacom-business-i3121-16gs5-i3-12100-h610-16gb-ram-500gb, i3 12100
